time, volts 
719.844 , 28.6994
720.032 , 30.6994
720.469 , 27.6994
720.683 , 12.6994
721.077 , -5.30064
721.277 , -12.3006
721.716 , -14.3006
721.926 , -5.30064
722.321 , 7.69936
722.524 , 6.69936
722.937 , -2.30064
723.103 , -4.30064
723.453 , -12.3006
723.653 , -15.3006
724.03 , -2.30064
724.264 , 5.69936
724.636 , 20.6994
724.851 , 26.6994
725.273 , 40.6994
725.472 , 23.6994
725.82 , 13.6994
726.047 , -3.30064
726.169 , -41.3006
726.36 , -18.3006
726.781 , 18.6994
726.972 , 18.6994
727.37 , 8.69936
727.536 , -1.30064
727.955 , -72.3006
728.149 , -22.3006
728.558 , 5.69936
728.753 , 6.69936
729.173 , 14.6994
729.376 , 13.6994
729.765 , -0.300635
729.947 , 5.69936
730.316 , 17.6994
730.576 , 21.6994
730.984 , 27.6994
731.197 , 17.6994
731.633 , -14.3006
731.844 , -11.3006
732.232 , -43.3006
732.423 , -26.3006
732.793 , -1.30064
733.044 , 0.699365
733.456 , -3.30064
733.687 , 1.69936
734.105 , 4.69936
734.346 , 2.69936
734.768 , -2.30064
735.002 , 5.69936
735.417 , 9.69936
735.662 , 15.6994
736.084 , 60.6994
736.291 , 41.6994
736.695 , 2.69936
736.95 , -3.30064
737.349 , -11.3006
737.553 , -13.3006
737.951 , -41.3006
738.213 , -35.3006
738.607 , -12.3006
738.834 , -3.30064
739.245 , 10.6994
739.507 , -2.30064
739.892 , 0.699365
740.179 , 5.69936
740.612 , 19.6994
740.882 , 26.6994
741.283 , 38.6994
741.521 , 7.69936
741.918 , -30.3006
742.165 , -30.3006
742.608 , -9.30064
742.866 , -6.30064
743.317 , 8.69936
743.584 , 9.69936
744.036 , -3.30064
744.266 , -1.30064
744.69 , -0.300635
744.958 , -9.30064
745.372 , -26.3006
745.644 , -16.3006
746.046 , 8.69936
746.242 , 9.69936
746.666 , 6.69936
746.902 , -4.30064
747.318 , 0.699365
747.615 , 14.6994
748.053 , 6.69936
748.348 , 13.6994
748.782 , 17.6994
749.045 , 15.6994
749.42 , 12.6994
749.692 , 7.69936
750.111 , 11.6994
750.379 , 25.6994
750.788 , 13.6994
751.041 , -25.3006
751.459 , -71.3006
751.686 , -45.3006
752.08 , -21.3006
752.338 , -7.30064
752.779 , 6.69936
753 , 25.6994
753.404 , 32.6994
753.652 , 25.6994
754.043 , 9.69936
754.315 , 2.69936
754.727 , 6.69936
754.966 , 28.6994
755.388 , 10.6994
755.623 , -15.3006
756 , -39.3006
756.233 , -4.30064
756.668 , 13.6994
756.887 , 17.6994
757.325 , 23.6994
757.519 , 12.6994
757.931 , 19.6994
758.148 , 9.69936
758.526 , -9.30064
758.716 , -7.30064
759.146 , -15.3006
759.392 , -4.30064
759.844 , -18.3006
760.032 , -13.3006
760.469 , -1.30064
760.683 , 1.69936
761.077 , 12.6994
761.277 , 14.6994
761.716 , 12.6994
761.926 , 9.69936
762.321 , 16.6994
762.524 , 26.6994
762.937 , 25.6994
763.103 , 13.6994
763.453 , -19.3006
763.653 , -26.3006
764.03 , 4.69936
764.264 , 22.6994
764.636 , 18.6994
764.851 , 8.69936
765.273 , -27.3006
765.472 , -25.3006
765.82 , -32.3006
766.047 , -18.3006
766.169 , 1.69936
766.36 , 6.69936
766.781 , 11.6994
766.972 , 10.6994
767.37 , 4.69936
767.536 , 9.69936
767.955 , 9.69936
768.149 , 4.69936
768.558 , 3.69936
768.753 , -0.300635
769.173 , -11.3006
769.376 , -6.30064
769.765 , -13.3006
769.947 , -3.30064
770.316 , 8.69936
770.576 , 9.69936
770.984 , 11.6994
771.197 , 16.6994
771.633 , 22.6994
771.844 , 25.6994
772.232 , -2.30064
772.423 , -15.3006
772.793 , -29.3006
773.044 , -10.3006
773.456 , 6.69936
773.687 , 5.69936
774.105 , -19.3006
774.346 , -20.3006
774.768 , 0.699365
775.002 , 17.6994
775.417 , 12.6994
775.662 , 5.69936
776.084 , 16.6994
776.291 , 17.6994
776.695 , 10.6994
776.95 , 2.69936
777.349 , -9.30064
777.553 , -1.30064
777.951 , 2.69936
778.213 , 1.69936
778.607 , -15.3006
778.834 , -14.3006
779.245 , 2.69936
779.507 , 2.69936
779.892 , -5.30064
780.179 , -8.30064
780.612 , 3.69936
780.882 , 13.6994
781.283 , 37.6994
781.521 , 12.6994
781.918 , -28.3006
782.165 , -22.3006
782.608 , -13.3006
782.866 , -16.3006
783.317 , -10.3006
783.584 , -0.300635
784.036 , 5.69936
784.266 , 12.6994
784.69 , 29.6994
784.958 , 14.6994
785.372 , 5.69936
785.644 , -0.300635
786.046 , -14.3006
786.242 , -7.30064
786.666 , 6.69936
786.902 , -2.30064
787.318 , -37.3006
787.615 , -14.3006
788.053 , -6.30064
788.348 , -1.30064
788.782 , -6.30064
789.045 , -1.30064
789.42 , 22.6994
789.692 , 33.6994
790.111 , 18.6994
790.379 , 12.6994
790.788 , 4.69936
791.041 , 6.69936
791.459 , 5.69936
791.686 , 7.69936
792.08 , -0.300635
792.338 , -4.30064
792.779 , -10.3006
793 , 14.6994
793.404 , 22.6994
793.652 , 15.6994
794.043 , 15.6994
794.315 , 11.6994
794.727 , -12.3006
794.966 , -26.3006
795.388 , -21.3006
795.623 , 1.69936
796 , 17.6994
796.233 , 7.69936
796.668 , -16.3006
796.887 , 0.699365
797.325 , 57.6994
797.519 , 51.6994
797.931 , 20.6994
798.148 , 1.69936
798.526 , -17.3006
798.716 , 4.69936
799.146 , 2.69936
799.392 , -0.300635
799.844 , -19.3006
800.032 , -8.30064
800.469 , 16.6994
800.683 , 10.6994
801.077 , -2.30064
801.277 , -11.3006
801.716 , -4.30064
801.926 , 9.69936
802.321 , 17.6994
802.524 , 9.69936
802.937 , -1.30064
803.103 , 4.69936
803.453 , 10.6994
803.653 , 0.699365
804.03 , -0.300635
804.264 , 1.69936
804.636 , 13.6994
804.851 , 21.6994
805.273 , 10.6994
805.472 , -6.30064
805.82 , -7.30064
806.047 , 3.69936
806.169 , 13.6994
806.36 , 21.6994
806.781 , 4.69936
806.972 , 0.699365
807.37 , -9.30064
807.536 , 1.69936
807.955 , 4.69936
808.149 , 1.69936
808.558 , -6.30064
808.753 , -7.30064
809.173 , 12.6994
809.376 , 11.6994
809.765 , 1.69936
809.947 , 2.69936
810.316 , 5.69936
810.576 , 10.6994
810.984 , 30.6994
811.197 , 16.6994
811.633 , 8.69936
811.844 , 10.6994
812.232 , -9.30064
812.423 , -12.3006
812.793 , 1.69936
813.044 , 3.69936
813.456 , 4.69936
813.687 , 8.69936
814.105 , 12.6994
814.346 , 12.6994
814.768 , 1.69936
815.002 , 4.69936
815.417 , 3.69936
815.662 , 8.69936
816.084 , -3.30064
816.291 , -12.3006
816.695 , -9.30064
816.95 , -0.300635
817.349 , -1.30064
817.553 , 0.699365
817.951 , 2.69936
818.213 , 10.6994
818.607 , 7.69936
818.834 , 6.69936
819.245 , 12.6994
819.507 , 0.699365
819.892 , -12.3006
820.179 , -12.3006
820.612 , 1.69936
820.882 , 16.6994
821.283 , 55.6994
821.521 , 27.6994
821.918 , -3.30064
822.165 , -6.30064
822.608 , 1.69936
822.866 , -1.30064
823.317 , -1.30064
823.584 , -1.30064
824.036 , -12.3006
824.266 , -12.3006
824.69 , -14.3006
824.958 , -0.300635
825.372 , 20.6994
825.644 , 20.6994
826.046 , 19.6994
826.242 , 13.6994
